,source_name,target_name
6335,FLNA,MIR222
6336,JTB,MIR222
6337,GDI2,MIR222
6338,KPNA2,MIR222
6339,DPP8,MIR222
6340,BAG6,MIR222
6341,HLA-B,MIR222
6342,OSBPL10,MIR222
6343,NFS1,MIR222
6344,KITLG,MIR222
6345,SETD1B,MIR222
6346,PKM,MIR222
6347,RNF215,MIR222
6348,SDHA,MIR222
6349,EFHD2,MIR222
6350,11-Sep,MIR222
6351,ACTB,MIR222
6352,PAIP2,MIR222
6353,XPO6,MIR222
6354,BRWD1,MIR222
6355,RABL6,MIR222
6356,SRSF2,MIR222
6357,IPO5,MIR222
6358,TGFA,MIR222
6359,VANGL1,MIR222
6360,ZFYVE16,MIR222
6361,SLFN11,MIR222
6362,QKI,MIR222
6363,DDIT4,MIR222
6364,SART1,MIR222
6365,ZNF131,MIR222
6366,YLPM1,MIR222
6367,TCEAL1,MIR222
6368,TIMP3,MIR222
6369,CDK18,MIR222
6370,C11orf57,MIR222
6371,BPTF,MIR222
6372,NLE1,MIR222
6373,MCM3AP,MIR222
6374,KIF3B,MIR222
6375,ZBTB7A,MIR222
6376,SGPL1,MIR222
6377,HMBOX1,MIR222
6378,HDLBP,MIR222
6379,GTF3C5,MIR222
6380,ETNK1,MIR222
6381,FAM13B,MIR222
6382,SAPCD2,MIR222
6383,PPP2R1A,MIR222
6384,EXOSC10,MIR222
6385,LUC7L2,MIR222
6386,TAB2,MIR222
6387,CDKN1C,MIR222
6388,CHORDC1,MIR222
6389,PTEN,MIR222
6390,MEA1,MIR222
6391,OLA1,MIR222
6392,DYRK3,MIR222
6393,TIPARP,MIR222
6394,FBXL18,MIR222
6395,YWHAG,MIR222
6396,TMED7,MIR222
6397,HIPK2,MIR222
6398,ZNF770,MIR222
6399,HSD17B12,MIR222
6400,PTBP3,MIR222
6401,PEBP1,MIR222
6402,C5orf51,MIR222
6403,C7orf55-LUC7L2,MIR222
6404,GANAB,MIR222
6405,POMGNT1,MIR222
6406,CERS2,MIR222
6407,CDKN1B,MIR222
6408,TIMM50,MIR222
6409,TOM1,MIR222
6410,RNF10,MIR222
6411,NIN,MIR222
6412,PCBP2,MIR222
6413,STMN1,MIR222
6414,LYN,MIR222
6415,ILK,MIR222
6416,FOXK2,MIR222
6417,STAU1,MIR222
6418,SERPINH1,MIR222
6419,HDGF,MIR222
6420,EZR,MIR222
6421,ACACA,MIR222
6422,MTA2,MIR222
6423,WDR6,MIR222
6424,KMT2D,MIR222
6425,MIDN,MIR222
6426,LRP10,MIR222
6427,ZMYND11,MIR222
6428,KIT,MIR222
6429,AKT3,MIR222
6430,DAG1,MIR222
6431,PAN2,MIR222
6432,ZNF652,MIR222
6433,LGALS3BP,MIR222
6434,FAM35A,MIR222
6435,LYPLA1,MIR222
6436,RBM10,MIR222
6437,SON,MIR222
6438,TMEM245,MIR222
6439,SMARCA4,MIR222
6440,C19orf12,MIR222
6441,DDX6,MIR222
6442,EXOSC1,MIR222
6443,ATP11B,MIR222
6444,PDXDC1,MIR222
6445,NSUN5,MIR222
6446,SEC24C,MIR222
6447,VCP,MIR222
6448,DMWD,MIR222
6449,POM121,MIR222
6450,UBIAD1,MIR222
6451,TMEM2,MIR222
6452,FYTTD1,MIR222
6453,FAT1,MIR222
6454,SLC25A10,MIR222
6455,MAK16,MIR222
6456,SAP30L,MIR222
6457,RFC1,MIR222
6458,UCK2,MIR222
6459,RNPS1,MIR222
6460,DAXX,MIR222
6461,MEGF9,MIR222
6462,PARK7,MIR222
6463,MYLIP,MIR222
6464,IARS,MIR222
6465,ACTG1,MIR222
6466,CCDC47,MIR222
6467,FGF2,MIR222
6468,SSH2,MIR222
6469,SMC6,MIR222
6470,PPP6C,MIR222
6471,USP15,MIR222
6472,SKIV2L,MIR222
6473,ARL15,MIR222
6474,PIP5K1A,MIR222
6475,CANX,MIR222
6476,FPGS,MIR222
6477,BLOC1S6,MIR222
6478,ARL6IP1,MIR222
6479,PPP2R2A,MIR222
6480,HMGA1,MIR222
6481,EIF3I,MIR222
6482,EIF3B,MIR222
6483,HSPA14,MIR222
6484,EIF2S1,MIR222
6485,GOLIM4,MIR222
6486,SORT1,MIR222
6487,MTRF1L,MIR222
6488,RGMB,MIR222
6489,AAED1,MIR25
6490,GATAD2B,MIR25
6491,EIF4EBP1,MIR25
6492,SCAF4,MIR25
6493,SMAP2,MIR25
6494,BPTF,MIR25
6495,RNASEH2A,MIR25
6496,STAG1,MIR25
6497,DNLZ,MIR25
6498,WDR11,MIR25
6499,PELO,MIR25
6500,AGO1,MIR25
6501,TMUB1,MIR25
6502,RPS3A,MIR25
6503,PELP1,MIR25
6504,LETM1,MIR25
6505,FECH,MIR25
6506,ESRP1,MIR25
6507,UBE2Z,MIR25
6508,ZNF267,MIR25
6509,LHFPL2,MIR25
6510,PRMT5,MIR25
6511,NUCKS1,MIR25
6512,PEX5,MIR25
6513,CEP85,MIR25
6514,WDR81,MIR25
6515,ABCF2,MIR25
6516,GEMIN2,MIR25
6517,PLEKHA1,MIR25
6518,NOL12,MIR25
6519,DPH7,MIR25
6520,CNOT2,MIR25
6521,SUPT16H,MIR25
6522,PRR13,MIR25
6523,PGAM4,MIR25
6524,EDEM1,MIR25
6525,FNBP1,MIR25
6526,SPRED1,MIR25
6527,CCNE2,MIR25
6528,SMU1,MIR25
6529,CHCHD10,MIR25
6530,BTBD7,MIR25
6531,TUBB,MIR25
6532,NDNL2,MIR25
6533,PGRMC1,MIR25
6534,RNF44,MIR25
6535,IRGQ,MIR25
6536,SPRYD4,MIR25
6537,FUT11,MIR25
6538,BTG2,MIR25
6539,TLN1,MIR25
6540,TLN2,MIR25
6541,GTF2A1,MIR25
6542,PHB2,MIR25
6543,ACP1,MIR25
6544,NPM1,MIR25
6545,CTNNBL1,MIR25
6546,BZW1,MIR25
6547,MPP6,MIR25
6548,ACSS1,MIR25
6549,RAPGEF1,MIR25
6550,C11orf24,MIR25
6551,TVP23B,MIR25
6552,PSMB4,MIR25
6553,SNAP23,MIR25
6554,C2CD5,MIR25
6555,SZRD1,MIR25
6556,MYC,MIR25
6557,KCTD15,MIR25
6558,ORAI2,MIR25
6559,MDM4,MIR25
6560,G2E3,MIR25
6561,EP300,MIR25
6562,TXLNA,MIR25
6563,MAPKAPK5,MIR25
6564,PDXP,MIR25
6565,CDKN1C,MIR25
6566,PHTF1,MIR25
6567,CHRAC1,MIR25
6568,CHST12,MIR25
6569,TAF8,MIR25
6570,RPL26,MIR25
6571,SNTB2,MIR25
6572,SLC25A36,MIR25
6573,TMEM173,MIR25
6574,PTAR1,MIR25
6575,EXOC5,MIR25
6576,ATN1,MIR25
6577,SETD1B,MIR25
6578,KIF22,MIR25
6579,ZFP62,MIR25
6580,ATOX1,MIR25
6581,VPS35,MIR25
6582,CIC,MIR25
6583,RPL7A,MIR25
6584,DCTN1,MIR25
6585,ZNF24,MIR25
6586,ITM2B,MIR25
6587,REXO1,MIR25
6588,RPL9,MIR25
6589,CKAP4,MIR25
6590,MYLIP,MIR25
6591,CCSER2,MIR25
6592,EZH2,MIR25
6593,PTEN,MIR25
6594,DDX3X,MIR25
6595,HMBS,MIR25
6596,GALNT7,MIR25
6597,ATP2A2,MIR25
6598,PIP5K1C,MIR25
6599,RPS14,MIR25
6600,TMEM41A,MIR25
6601,GAPDH,MIR25
6602,EZR,MIR25
6603,CTDSPL,MIR25
6604,PLEKHA5,MIR25
6605,CLN8,MIR25
6606,ZNF134,MIR25
6607,RILPL1,MIR25
6608,YIPF4,MIR25
6609,SBNO2,MIR25
6610,WASL,MIR25
6611,CLTA,MIR25
6612,BCL2L11,MIR25
6613,MAP1B,MIR25
6614,EIF4EBP2,MIR25
6615,FAM129A,MIR25
6616,UBXN4,MIR25
6617,SYAP1,MIR25
6618,PTPRF,MIR25
6619,RPS28,MIR25
6620,KIF23,MIR25
6621,EIF5A2,MIR25
6622,SH2B3,MIR25
6623,MIDN,MIR25
6624,MAP2K4,MIR25
6625,CNOT11,MIR25
6626,PARL,MIR25
6627,RNF115,MIR25
6628,CNIH1,MIR25
6629,ZBTB8OS,MIR25
6630,CEP170B,MIR25
6631,RBFOX2,MIR25
6632,ZNF277,MIR25
6633,FMN1,MIR25
6634,BAK1,MIR25
6635,SPCS3,MIR25
6636,RNF4,MIR25
6637,BANP,MIR25
6638,ZADH2,MIR25
6639,SRRM2,MIR25
6640,PMEPA1,MIR25
6641,COPS3,MIR25
6642,RPSA,MIR25
6643,NARF,MIR25
6644,SRFBP1,MIR25
6645,HNRNPA1,MIR25
6646,ARHGAP1,MIR25
6647,DEAF1,MIR25
6648,PCMTD1,MIR25
6649,TUBB4B,MIR25
6650,MED16,MIR25
6651,HMGA2,MIR25
6652,ARF1,MIR25
6653,KIAA1109,MIR25
6654,FKBP1A,MIR25
6655,EMD,MIR25
6656,ALG14,MIR25
6657,OSMR,MIR25
6658,PPP1R37,MIR25
6659,TNPO2,MIR25
6660,SLC39A14,MIR25
6661,DNM1L,MIR25
6662,RPP25,MIR25
6663,GULP1,MIR25
6664,UBAP2L,MIR25
6665,NDE1,MIR25
6666,NHP2,MIR25
6667,UCK2,MIR25
6668,OTUD7B,MIR25
6669,YBX1,MIR25
6670,TOB1,MIR25
6671,NFIC,MIR25
6672,KATNB1,MIR25
6673,OPA3,MIR25
6674,SLC4A7,MIR25
6675,SLC25A32,MIR25
6676,ARHGAP17,MIR25
6677,RPS2,MIR25
6678,NFYB,MIR25
6679,CLIC1,MIR25
6680,LATS2,MIR25
6681,ERGIC2,MIR25
6682,DHX9,MIR25
6683,ZDHHC5,MIR25
6684,DDIT4,MIR25
6685,HSPA1B,MIR25
6686,PDZD8,MIR25
6687,ZDHHC8,MIR25
6688,PRKAR1A,MIR25
6689,VPS4B,MIR25
6690,SKI,MIR25
6691,TRUB2,MIR25
6692,ARPC5L,MIR25
6693,INCENP,MIR25
6694,ZFYVE21,MIR25
6695,ZFC3H1,MIR25
6696,TCEAL1,MIR25
6697,MED29,MIR25
6698,TOR1B,MIR25
6699,TIAL1,MIR25
6700,BAZ2B,MIR25
6701,INSIG1,MIR25
6702,SLC7A11,MIR25
6703,METTL14,MIR25
6704,DDX23,MIR25
6705,SRPR,MIR25
6706,FNDC3B,MIR25
6707,MLEC,MIR25
6708,GM2A,MIR25
6709,MICAL2,MIR25
6710,ERBB2,MIR25
6711,CDC5L,MIR25
6712,CNOT4,MIR25
6713,GNS,MIR25
6714,KIAA1586,MIR25
6715,MBD1,MIR25
6716,PRRC2B,MIR25
6717,FGF2,MIR25
6718,EMILIN2,MIR25
6719,GPBP1L1,MIR25
6720,MDM2,MIR25
6721,RBBP8,MIR25
6722,SSRP1,MIR25
6723,UBR1,MIR25
6724,NDUFAF3,MIR25
6725,RAB11B,MIR25
6726,BMPR1A,MIR25
6727,C1orf35,MIR25
6728,HSP90B1,MIR25
6729,CPEB4,MIR25
6730,DDI2,MIR25
6731,VMA21,MIR25
6732,GOLGA8A,MIR25
6733,MEN1,MIR25
6734,C5orf24,MIR25
6735,PMAIP1,MIR29A
6736,RPS6KA3,MIR29A
6737,CDC23,MIR29A
6738,DYNLT1,MIR29A
6739,DNMT1,MIR29A
6740,ELMSAN1,MIR29A
6741,KLHDC3,MIR29A
6742,STK17A,MIR29A
6743,WBSCR16,MIR29A
6744,OTUD4,MIR29A
6745,NEDD9,MIR29A
6746,MCL1,MIR29A
6747,CDK2,MIR29A
6748,PAN2,MIR29A
6749,RAP2C,MIR29B2
6750,FZR1,MIR29B2
6751,GSK3B,MIR29B2
6752,VEGFA,MIR29B2
6753,NACC2,MIR29B2
6754,CENPM,MIR29B2
6755,COL4A2,MIR29B2
6756,SCAF8,MIR29B2
6757,SRSF2,MIR29B2
6758,LOXL4,MIR29B2
6759,RNMTL1,MIR29B2
6760,DLC1,MIR29B2
6761,BBX,MIR29B2
6762,ZNF507,MIR29B2
6763,SMARCC1,MIR29B2
6764,ADCY9,MIR29B2
6765,PIGS,MIR29B2
6766,CCSAP,MIR29B2
6767,RPS27,MIR29B2
6768,MRPS35,MIR29B2
6769,BBC3,MIR29B2
6770,FCGR2A,MIR29B2
6771,TMED7,MIR29B2
6772,CCNT2,MIR29B2
6773,ZNF286A,MIR29B2
6774,KLHDC3,MIR29B2
6775,PTEN,MIR29B2
6776,LOXL2,MIR29B2
6777,ZNF83,MIR29B2
6778,HP1BP3,MIR29B2
6779,DNAJC30,MIR29B2
6780,TPD52L2,MIR29B2
6781,MGAT5,MIR29B2
6782,STX16,MIR29B2
6783,DNMT1,MIR29B2
6784,FSCN1,MIR29B2
6785,DDX6,MIR29B2
6786,PIGN,MIR29B2
6787,LRP10,MIR29B2
6788,TGFB3,MIR29B2
6789,NEDD9,MIR29B2
6790,EMP1,MIR29B2
6791,IFRD1,MIR29B2
6792,NAA40,MIR29B2
6793,POGK,MIR29B2
6794,PRKAA1,MIR29B2
6795,MCL1,MIR29B2
6796,ELMSAN1,MIR29B2
6797,ASXL2,MIR29B2
6798,SLC35B3,MIR29B2
6799,RSL24D1,MIR29B2
6800,NCOA3,MIR29B2
6801,C21orf91,MIR29B2
6802,SGK1,MIR29B2
6803,DNMT3A,MIR29B2
6804,GAPDH,MIR29B2
6805,LIMA1,MIR29B2
6806,METTL8,MIR29B2
6807,GRN,MIR29B2
6808,B4GALT5,MIR29B2
6809,DYNLL1,MIR29B2
6810,C11orf24,MIR29B2
6811,MMP2,MIR29B2
6812,TRIM38,MIR29B2
6813,INSIG1,MIR29B2
6814,KITLG,MIR29B2
6815,TGFB1,MIR29B2
6816,OTUD4,MIR29B2
6817,ALKBH5,MIR29B2
6818,CDK13,MIR29B2
6819,SLC7A5,MIR29B2
6820,DYNLT1,MIR29B2
6821,SFPQ,MIR29B2
6822,SLC16A1,MIR29B2
6823,BACE1,MIR29B2
6824,ZNF131,MIR29B2
6825,CDC23,MIR29B2
6826,S100B,MIR29B2
6827,NREP,MIR29B2
6828,IFNAR2,MIR30D
6829,TMED2,MIR30D
6830,DSTYK,MIR30D
6831,LPCAT1,MIR30D
6832,B4GALT5,MIR30D
6833,B4GALT1,MIR30D
6834,RREB1,MIR30D
6835,SEMA6A,MIR30D
6836,EOGT,MIR30D
6837,IER3IP1,MIR30D
6838,AGO2,MIR30D
6839,WDFY2,MIR30D
6840,SMCR8,MIR30D
6841,NACC2,MIR30D
6842,PHF13,MIR30D
6843,VAPA,MIR30D
6844,GTF2E2,MIR30D
6845,EML4,MIR30D
6846,SELT,MIR30D
6847,SLC35C1,MIR30D
6848,DYNLT3,MIR30D
6849,MED28,MIR30D
6850,ADAM9,MIR30D
6851,FXN,MIR30D
6852,CARS2,MIR30D
6853,TNRC6A,MIR30D
6854,ENTPD4,MIR30D
6855,ZBTB4,MIR30D
6856,REXO1,MIR30D
6857,GIGYF1,MIR30D
6858,MTHFD2,MIR30D
6859,SH3TC2,MIR30D
6860,NPTN,MIR30D
6861,RRM2,MIR30D
6862,PLSCR1,MIR30D
6863,AZIN1,MIR30D
6864,IL10,MIR30D
6865,DROSHA,MIR30D
6866,POLR3H,MIR30D
6867,CFDP1,MIR30D
6868,LMNB1,MIR30D
6869,NBPF10,MIR30D
6870,RAP1B,MIR30D
6871,NUPL2,MIR30D
6872,UBXN4,MIR30D
6873,FBXO45,MIR30D
6874,CBX2,MIR30D
6875,PLXNA1,MIR30D
6876,YWHAH,MIR30D
6877,LUC7L2,MIR30D
6878,MIB1,MIR30D
6879,PSMD7,MIR30D
6880,IER5,MIR30D
6881,HLA-B,MIR30D
6882,PRKAR1A,MIR30D
6883,NIN,MIR30D
6884,CDKN1B,MIR30D
6885,AKIRIN1,MIR30D
6886,FAM8A1,MIR30D
6887,NBPF14,MIR30D
6888,HABP4,MIR30D
6889,MYC,MIR30D
6890,KREMEN1,MIR30D
6891,LSM14A,MIR30D
6892,PTAR1,MIR30D
6893,FANCL,MIR30D
6894,FZD6,MIR30D
6895,GXYLT1,MIR30D
6896,SH3PXD2A,MIR30D
6897,DYRK1A,MIR30D
6898,MIER3,MIR30D
6899,KIF5B,MIR30D
6900,FYCO1,MIR30D
6901,NMT1,MIR30D
6902,SENP2,MIR30D
6903,ARID3A,MIR30D
6904,AGO1,MIR30D
6905,TRIM23,MIR30D
6906,TNFRSF10B,MIR30D
6907,ZNF507,MIR30D
6908,PPP1R15B,MIR30D
6909,PPP1R2,MIR30D
6910,NBPF15,MIR30D
6911,SLC38A7,MIR30D
6912,SIKE1,MIR30D
6913,MED29,MIR30D
6914,SLFN5,MIR30D
6915,CHD1,MIR30D
6916,TMEM184C,MIR30D
6917,PICALM,MIR30D
6918,GNA13,MIR30D
6919,KPNB1,MIR30D
6920,IQCB1,MIR30D
6921,MIA3,MIR30D
6922,HSD17B12,MIR30D
6923,PPP2R1B,MIR30D
6924,ZNF609,MIR30D
6925,MCL1,MIR30D
6926,CSNK1G1,MIR30D
6927,GLCE,MIR30D
6928,VPS33A,MIR30D
6929,TWF1,MIR30D
6930,ZFAND5,MIR30D
6931,KDM3A,MIR30D
6932,VPS37A,MIR30D
6933,KBTBD6,MIR30D
6934,KMT2A,MIR30D
6935,NAP1L1,MIR30D
6936,ZCRB1,MIR30D
6937,SLC4A7,MIR30D
6938,ELOVL5,MIR30D
6939,NAPG,MIR30D
6940,NCOA3,MIR30D
6941,CREG1,MIR30D
6942,PGM3,MIR30D
6943,CAMK4,MIR30D
6944,EXOC2,MIR30D
6945,KPNA2,MIR30D
6946,COX17,MIR30D
6947,EPG5,MIR30D
6948,NBPF1,MIR30D
6949,PAWR,MIR30D
6950,DENND5A,MIR30D
6951,UBXN2B,MIR30D
6952,FAM91A1,MIR30D
6953,HNRNPH1,MIR30D
6954,C7orf60,MIR30D
6955,STX12,MIR30D
6956,ZFP36L1,MIR30D
6957,SGTA,MIR30D
6958,TIAL1,MIR30D
6959,STX16,MIR30D
6960,YWHAG,MIR30D
6961,TGFA,MIR30D
6962,ZNF227,MIR30D
6963,PDCD10,MIR30D
6964,CBX3,MIR30D
6965,HAGH,MIR30D
6966,NDUFA12,MIR30D
6967,SH3GL1,MIR30D
6968,GALNT1,MIR30D
6969,MAPK8,MIR30D
6970,GLO1,MIR30D
6971,ETV6,MIR30D
6972,ATG12,MIR30D
6973,CAND1,MIR30D
6974,NUFIP2,MIR30D
6975,BCL9,MIR30D
6976,TPR,MIR30D
6977,SOS2,MIR30D
6978,CCDC25,MIR30D
6979,GOLIM4,MIR30D
6980,STMN1,MIR30D
6981,SMEK1,MIR30D
6982,LIN7C,MIR30D
6983,BTBD1,MIR30D
6984,BTD,MIR30D
6985,MZT1,MIR30D
6986,EPB41,MIR30D
6987,LMBR1L,MIR30D
6988,SLC7A5,MIR30D
6989,NDEL1,MIR30D
6990,KPNA6,MIR30D
6991,ATP6V0E2,MIR30D
6992,FNIP1,MIR30D
6993,AKAP17A,MIR30D
6994,GATAD2B,MIR30D
6995,CCDC86,MIR30D
6996,TANK,MIR30D
6997,BAG4,MIR30D
6998,GCLC,MIR30D
6999,ARPP19,MIR30D
7000,REV3L,MIR30D
7001,SLC27A1,MIR30D
7002,TAOK1,MIR30D
7003,PEG10,MIR30D
7004,SETD5,MIR30D
7005,GOLGA8B,MIR30D
7006,BAMBI,MIR30D
7007,ATP1A1,MIR30D
7008,NUCB1,MIR30D
7009,UBE3C,MIR30D
7010,FRS2,MIR30D
7011,CEP350,MIR30D
7012,MTR,MIR30D
7013,TAB1,MIR30D
7014,FYTTD1,MIR30D
7015,TPRG1L,MIR30D
7016,RSL1D1,MIR30D
7017,MDM4,MIR30D
7018,MORC3,MIR30D
7019,AFF4,MIR30D
7020,TOMM5,MIR30D
7021,PCGF5,MIR30D
7022,HSPA1B,MIR30D
7023,RAB35,MIR30D
7024,PHTF2,MIR30D
7025,PCMTD2,MIR30D
7026,FUCA1,MIR30D
7027,MARCKSL1,MIR30D
7028,TUBB2A,MIR30D
7029,CCNF,MIR30D
7030,EED,MIR30D
7031,EZH2,MIR30D
7032,SAE1,MIR30D
7033,H6PD,MIR30D
7034,MTF2,MIR30D
7035,TBPL1,MIR30D
7036,IL1A,MIR30D
7037,C8orf76,MIR30D
7038,YTHDC1,MIR30D
7039,RNF138,MIR30D
7040,SRSF2,MIR30D
7041,FKTN,MIR30D
7042,POLR3E,MIR30D
7043,MLXIP,MIR30D
7044,GNAI2,MIR30D
7045,EMC3,MIR30D
7046,RPN2,MIR30D
7047,STAU1,MIR30D
7048,MYLIP,MIR30D
7049,CASP3,MIR30D
7050,ROCK2,MIR30D
7051,PBRM1,MIR30D
7052,EDC3,MIR30D
7053,UBN1,MIR30D
7054,SCP2,MIR30D
7055,SUMO1,MIR30D
7056,SNAI1,MIR30D
7057,GOLGA1,MIR30D
7058,CLCC1,MIR30D
7059,LDLR,MIR30D
7060,RPLP0,MIR30D
7061,CD2AP,MIR30D
7062,COPS8,MIR30D
7063,BECN1,MIR30D
7064,RNF220,MIR30D
7065,CCDC71L,MIR30D
7066,ATG5,MIR30D
7067,TAF1C,MIR30D
7068,ALDH9A1,MIR30D
7069,DHX40,MIR30D
7070,PPP1R12A,MIR30D
7071,PLEKHO2,MIR30D
7072,SACS,MIR30D
7073,YKT6,MIR30D
7074,STRIP1,MIR30D
7075,MTDH,MIR30D
7076,FAM104A,MIR30D
7077,MAP1B,MIR30D
7078,IREB2,MIR30D
7079,AGTRAP,MIR30D
7080,CDK13,MIR30D
7081,XPO1,MIR30D
7082,C7orf43,MIR30D
7083,ATP2A2,MIR30D
7084,PGPEP1,MIR30D
7085,ZNF134,MIR30D
7086,DCUN1D1,MIR30D
7087,EIF1,MIR30D
7088,DCTN4,MIR30D
7089,MSANTD4,MIR30D
7090,HNRNPU,MIR30D
7091,NRBP1,MIR30D
7092,C12orf73,MIR30D
7093,SBF1,MIR30D
7094,PYROXD1,MIR30D
7095,GALNT7,MIR30D
7096,RPUSD4,MIR30D
7097,LARP1,MIR30D
7098,MSL2,MIR30D
7099,ERLIN1,MIR30D
7100,ST3GAL5,MIR30D
7101,RAB31,MIR30D
7102,RPA2,MIR30D
7103,JAK1,MIR30D
7104,OTUD4,MIR30D
7105,LYPLAL1,MIR30D
7106,S100PBP,MIR30D
7107,LHFPL2,MIR30D
7108,FAM60A,MIR30D
7109,PPP3CB,MIR30D
7110,6-Mar,MIR30D
7111,NOTCH1,MIR30D
7112,MMAB,MIR30D
7113,PTP4A1,MIR30D
7114,C7orf55-LUC7L2,MIR30D
7115,JOSD1,MIR30D
7116,CDC7,MIR30D
7117,COPS7A,MIR30D
7118,FOXN2,MIR30D
7119,RPS17,MIR30D
7120,GAB1,MIR30D
7121,ARL6IP1,MIR30D
7122,DBF4,MIR30D
7123,FEM1B,MIR30D
7124,MFAP3,MIR30D
7125,PREPL,MIR30D
7126,LCOR,MIR30D
7127,SFXN1,MIR30D
7128,ALG9,MIR30D
7129,SRSF7,MIR30D
7130,BNIP3L,MIR30D
7131,RAB10,MIR30D
7132,ADO,MIR30D
7133,GALNT10,MIR30D
7134,ITGA5,MIR30D
7135,TSPYL1,MIR30D
7136,PNMA1,MIR30D
7137,HBEGF,MIR30D
7138,SLC16A1,MIR30D
7139,CRK,MIR30D
7140,STRN,MIR30D
7141,OPHN1,MIR30D
7142,SUPT16H,MIR30D
7143,BAHD1,MIR30D
7144,MAML1,MIR30D
7145,VPS41,MIR30D
7146,KIF11,MIR30D
7147,SRPR,MIR30D
7148,HDHD3,MIR30D
7149,C5orf51,MIR30D
7150,CPEB4,MIR30D
7151,AVL9,MIR30D
7152,BTBD7,MIR30D
7153,ZNRF1,MIR30D
7154,ZDHHC20,MIR30D
7155,LCLAT1,MIR30D
7156,SRSF9,MIR30D
7157,ZSCAN29,MIR30D
7158,DNAJC30,MIR30D
7159,CCNT1,MIR31
7160,DCK,MIR31
7161,TMEM109,MIR31
7162,RBM38,MIR31
7163,GYG1,MIR31
7164,SLC9A6,MIR31
7165,XPO6,MIR31
7166,SRRM2,MIR31
7167,FBXL7,MIR31
7168,MICA,MIR31
7169,AKAP8L,MIR31
7170,TIAM1,MIR31
7171,SPRED1,MIR31
7172,HIST1H2BK,MIR31
7173,AGO1,MIR31
7174,RANGAP1,MIR31
7175,POLR3E,MIR31
7176,NUP188,MIR31
7177,KIAA0391,MIR31
7178,PPP2R2A,MIR31
7179,ARID1A,MIR31
7180,TRIB3,MIR31
7181,FBXL5,MIR31
7182,STK40,MIR31
7183,SNRNP27,MIR31
7184,C11orf30,MIR31
7185,PEX19,MIR31
7186,NLGN1,MIR31
7187,MED12,MIR31
7188,CRK,MIR31
7189,JARID2,MIR31
7190,NUMB,MIR31
7191,BAHD1,MIR31
7192,CBX3,MIR31
7193,SESN2,MIR31
7194,PRPF38A,MIR31
7195,PNPT1,MIR31
7196,TXNIP,MIR31
7197,ITGA5,MIR31
7198,UBE2G1,MIR338
7199,ORC4,MIR338
7200,TNPO1,MIR338
7201,CAPRIN2,MIR338
7202,CAV1,MIR338
7203,MED13,MIR338
7204,UBE2H,MIR338
7205,KLF3,MIR338
7206,CTGF,MIR338
7207,IKBKG,MIR338
7208,LRRC47,MIR338
7209,CDC42SE1,MIR338
7210,RLIM,MIR338
7211,MRPS23,MIR338
7212,EMC2,MIR338
7213,FAM168B,MIR338
7214,ID3,MIR338
7215,PPP1R10,MIR338
7216,RPL35A,MIR338
7217,RPL37,MIR338
7218,ACOT9,MIR338
7219,RNF44,MIR338
7220,GOLT1B,MIR338
7221,GTF2A1,MIR338
7222,SDHAF2,MIR338
7223,TRA2B,MIR338
7224,RNF8,MIR338
7225,ZBTB18,MIR338
7226,NUP43,MIR338
7227,C9orf78,MIR338
7228,HSPA8,MIR338
7229,SUPT16H,MIR338
7230,KIT,MIR338
7231,SRSF1,MIR338
7232,VLDLR,MIR338
7233,UBE2Q1,MIR338
7234,TM4SF1,MIR338
7235,MRPL45,MIR338
7236,GATAD2B,MIR338
7237,MVK,MIR338
7238,EIF4EBP2,MIR338
7239,TVP23C,MIR338
7240,SMO,MIR338
7241,ZNF367,MIR338
7242,MIER1,MIR338
7243,XRCC2,MIR338
7244,ZEB2,MIR338
7245,DDX5,MIR338
7246,QSER1,MIR338
7247,CNKSR3,MIR338
7248,MTMR12,MIR338
7249,TENM3,MIR338
7250,ADM,MIR338
7251,TRADD,MIR338
7252,PCDH7,MIR338
7253,DAB2IP,MIR338
7254,CTTN,MIR338
7255,ACVR1,MIR338
7256,USP46,MIR338
7257,PSMD7,MIR338
7258,POLR2J3,MIR338
7259,NCS1,MIR338
7260,NCL,MIR338
7261,WDR55,MIR338
7262,TMEM199,MIR338
7263,ZDHHC18,MIR338
7264,SMG1,MIR338
7265,PHF3,MIR338
7266,DNAJB2,MIR338
7267,CDC5L,MIR338
7268,YY1,MIR338
7269,TMEM2,MIR338
7270,PFDN2,MIR338
7271,LRP1,MIR338
7272,ETS2,MIR338
7273,YWHAG,MIR338
7274,PPIF,MIR338
7275,ANAPC13,MIR338
7276,ALG9,MIR338
7277,TAPBP,MIR338
7278,BMI1,MIR338
7279,TOB1,MIR338
7280,COMMD3-BMI1,MIR338
7281,CREBBP,MIR338
7282,ARF1,MIR338
7283,SSX2IP,MIR338
7284,PFAS,MIR338
7285,RSRC1,MIR338
7286,CRCP,MIR338
7287,TOM1,MIR338
7288,MYH9,MIR338
7289,RNF219,MIR338
7290,ARL4C,MIR338
7291,ERGIC2,MIR338
7292,AMOTL1,MIR338
7293,GDE1,MIR338
7294,TTC33,MIR338
7295,ATAT1,MIR338
7296,ABI2,MIR338
7297,STK25,MIR338
7298,SMARCAD1,MIR338
7299,RTN4,MIR338
7300,MMP2,MIR338
7301,ZFP91,MIR338
7302,GOLGA7,MIR338
7303,RPP25,MIR338
7304,ARMCX6,MIR338
7305,MID1,MIR338
7306,SSR3,MIR338
