UACC62_vitro_vehicle_rep1	UACC62_vitro_vehicle_rep2	UACC62_vitro_vem_48h_rep1	UACC62_vitro_vem_48h_rep2
USP37	350.233977721598	361.915184910769	208.090593283204	269.750434813547
USP38	210.694846756001	214.4682577249	188.420338196732	276.74396460501
USP39	1240.14247520418	1143.48700873517	960.736669486633	939.131143424942
USP4	889.908497482582	890.868147472663	773.351607873399	852.21155887391
USP40	766.079070003178	753.732194215876	1047.69990250051	1122.96106937195
USP42	330.827873415124	329.951165730616	263.995528792124	329.694975883224
USP43	18.4820041014036	22.6841426439799	34.1641272554514	35.9667246418063
USP44	48.9773108687195	57.7414540028578	5.17638291749263	4.9953784224731
USP45	357.626779362159	355.72860055332	246.395826872649	252.766148177139
USP46	510.103313198739	502.144430346281	454.486420155853	519.519355937202
USP47	1132.02275121097	1213.60163145292	1405.905600391	1487.62369421249
USP48	1612.55485784746	1785.86068451696	1926.64972189076	1907.23548170023
USP49	30.4953067673159	19.5908504652553	22.7760848369676	32.9694975883224
USP5	2093.08696448396	1922.99663777375	1827.2631698749	1749.38152355008
USP50	22.1784049216843	26.8085322156126	40.3757867564425	32.9694975883224
USP51	10.165102255772	14.4353635007145	19.670255086472	19.9815136898924
USP53	386.273885719335	349.542016195871	120.092083685829	134.875217406774
USP54	250.431155574019	240.245692547605	114.915700768336	173.839169102064
USP6	6.46870143549125	8.2487791432654	15.5291487524779	9.99075684494619
USP6NL	346.537576901317	358.821892732045	345.782378888508	498.538766562815
USP7	2057.04705648622	1983.83138395533	1524.96240749333	1576.54143013251
USP8	1028.52352824311	1112.55408694792	980.406924573105	1244.8483028803
USP9X	4136.27251789412	4057.36824109367	3605.86834032537	4955.41539509331
USP9Y	0	0	1.03527658349853	1.99815136898924
USPL1	156.17293465686	183.535335937655	127.339019770319	143.866898567225
UST	602.513333705757	578.445637421486	1024.92381766354	1226.86494055939
UTF1	0	0	0	0
UTP11L	841.855286818933	825.909011719448	497.968036662791	474.560950134944
UTP14A	662.579847035318	653.715747103783	415.145909982909	391.637668321891
UTP14C	190.364642244457	169.099972436941	248.466380039646	321.702370407267
UTP15	411.22459125623	396.972496269647	253.642762957139	233.783710171741
UTP18	917.631503634688	920.769971867	673.965055857541	586.457426798342
UTP20	1229.05327274334	1231.13028713236	530.061610751246	690.361297985782
UTP23	453.733200689458	461.931632022862	269.171911709617	313.70976493131
UTP3	477.759806021283	454.713950272505	428.60450556839	365.661700525031
UTP6	1137.56735244139	1152.76688527134	748.504969869435	651.397346290492
UTRN	1905.49462285471	1836.38445676946	1037.34713666552	1818.31774578021
UTS2	0	0	0	0
UTS2D	11.0892024608421	5.15548696454088	40.3757867564425	42.9602544332686
UTS2R	0	0	0	0
UTY	0	0	0	0
UVRAG	373.336482848352	353.666405767504	304.371315548567	371.656154631998
UXS1	2181.80058417069	2041.57283795819	1175.03892227083	1014.06181976204
UXT	622.843538217301	568.134663492404	593.213482344656	562.479610370471
VAC14	478.683906226353	526.890767776077	703.988076778998	696.35575209275
VAMP1	108.119723993211	94.8609601475521	140.7976153558	108.899249609913
VAMP2	354.854478746949	351.604210981688	584.931269676668	569.473140161933
VAMP3	1942.45863105752	1946.71187781063	2530.2159700704	2250.91751716638
VAMP4	262.444458239931	241.276789940513	213.266976200696	253.765223861633
VAMP5	144.159631990948	151.571316757502	147.009274856791	116.89185508587
VAMP7	0	0	0	0
VAMP8	14.7856032811229	16.4975582865308	44.5168930904366	29.9722705348386
VANGL1	554.460123042107	540.295033883884	504.179696163782	665.384405873416
VANGL2	244.886554343597	237.15240036888	456.55697332285	509.528599092256
VAPA	1588.52825251564	1635.32046515237	1623.31368292569	1472.63755894507
VAPB	2067.21215874199	2051.88381188727	1705.10053302207	1887.25396801034
VARS	3430.2599612205	3471.70492192183	1335.5067927131	1218.87233508344
VARS2	570.1698265283	515.548696454088	644.977311519582	599.445410696772
VASH1	576.638527963792	583.601124386027	543.520206336726	510.52767477675
VASH2	76.7003170208249	69.0835253248477	111.809871017841	150.860428358687
VASN	101.65102255772	93.8298627546439	208.090593283204	207.807742374881
VASP	1037.76453029381	1008.4132502642	1360.35343071706	1143.94165874634
VAT1	7380.78833789552	6941.34764905783	16335.6292110233	14668.42919975
VAT1L	5.54460123042107	2.06219478581635	0	1.99815136898924
VAV1	0.924100205070179	0	0	0
VAV2	653.338844984617	601.129780065466	605.636801346638	576.466669953395
VAV3	177.427239373474	170.131069829849	120.092083685829	122.886309192838
VAX1	60.9906135346318	71.1457201106641	50.7285525914278	52.9510112782148
VAX2	60.9906135346318	46.3993826808679	96.280722265363	66.9380708611395
VBP1	886.212096662302	859.935225685418	689.494204610019	569.473140161933
VCAM1	0.924100205070179	0	0	0
VCAN	5818.13489112185	5733.93260196236	1416.25836622598	2155.00625145489
VCL	2198.43438786196	2101.37648674686	1673.00695893362	2349.82600993134
VCP	6432.66152749352	6633.04952857829	7176.53727681179	6989.53348872436
VCPIP1	419.541493101861	399.034691055464	413.075356815912	529.510112782148
VCX	6.46870143549125	9.27987653617357	3.10582975049558	4.9953784224731
VCX2	2.77230061521054	3.09329217872453	1.03527658349853	1.99815136898924
VCX3A	32.3435071774563	40.2127983234188	39.340510172944	19.9815136898924
VCX3B	4.62050102535089	2.06219478581635	2.07055316699705	0
VCY	0	0	0	0
VCY1B	0	0	0	0
VDAC1	5540.90482960079	5439.03874759062	2056.05929482807	1861.27800021348
VDAC2	397.363088180177	439.247489378883	405.828420731422	340.684808412665
VDAC3	1406.48051211681	1307.43149420757	1782.74627678446	1461.64772641563
VDR	345.613476696247	324.795678766075	150.115104607286	180.832698893526
VEGFA	1396.31540986104	1340.42661078063	664.647566606054	774.28365548333
VEGFB	633.932740678143	630.000507066895	1353.10649463257	1129.95459916341
VEGFC	40.6604090230879	47.4304800737761	80.7515735128851	86.9195845510319
VENTX	0	0	1.03527658349853	0
VENTXP1	0	0	0	0
VENTXP7	0	0	0	0
VEPH1	760.534468772757	854.779738720877	4026.19063322577	4368.95796829497
VEZF1	850.172188664565	857.873030899602	1154.33339060086	1346.75402269875
VEZT	775.32007205388	845.499862184703	905.867010561211	901.166267414147
VGF	1132.94685141604	1080.59006776777	65.2224247604072	72.9325249681072
VGLL1	0	0	0	0
VGLL2	0	0	0	0
VGLL3	1.84820041014036	1.03109739290818	7.24693608448969	4.9953784224731
VGLL4	1083.04544034225	1057.90592512379	2023.96572073962	2018.13288267913
VHL	736.507863440933	726.923662000263	677.070885608036	722.33171988961
VHLL	0	0	0	0.999075684494619
VIL1	0	0	0	0
VILL	28.6471063571755	41.243895716327	57.9754886759175	42.9602544332686
VIM	79511.4298446483	79855.3997885594	56118.2024851211	49716.0042118212
VIP	0	0	0	0.999075684494619
VIPR1	0.924100205070179	1.03109739290818	0	1.99815136898924
VIPR2	0	0	0	0
VIT	37.8881084078773	48.4615774666842	3.10582975049558	6.99352979146234
VKORC1	2487.67775204892	2477.72703515834	1363.45926046756	1086.99434473015
VKORC1L1	280.926462341334	283.551783049748	123.197913436325	169.842866364085
VLDLR	909.314601789056	949.640698868429	981.442201156603	1128.95552347892
VMA21	1225.35687192306	1312.58698117211	912.078670062202	943.127446162921
VMAC	67.4593149701231	73.2079148964804	94.2101690983659	102.904795502946
VMO1	1.84820041014036	1.03109739290818	8.28221266798821	1.99815136898924
VMP1	1932.29352880174	1755.95886012262	2180.2924848479	1925.21884402113
VN1R1	9.24100205070179	7.21768175035723	21.7408082534691	27.9741191658493
VN1R10P	0	0	0	0
VN1R2	0	0	0	0
VN1R4	0	0	0	0
VN1R5	0	0	0	0
VNN1	0	0	0	0
VNN2	0	0	0	0
VNN3	0	0	0	0
VOPP1	459.277801919879	453.682852879597	503.144419580284	456.577587814041
VPRBP	443.568098433686	408.314567591637	311.618251633057	394.634895375375
VPREB1	0	0	0	0
VPREB3	4.62050102535089	1.03109739290818	2.07055316699705	0
VPS11	434.327096382984	422.749931092352	682.247268525529	704.348357568707
VPS13A	486.076707866914	520.704183418628	337.50016622052	431.600695701676
VPS13B	688.454652777283	676.399889747763	580.790163342673	903.164418783136
VPS13C	790.105675335003	733.110246357712	836.503479466809	1131.9527505324
VPS13D	964.760614093267	1056.87482773088	1237.15551728074	1977.17077961485
VPS16	510.103313198739	492.864553810108	737.116927450951	665.384405873416
VPS18	609.906135346318	565.04137131368	1266.1432616187	1052.02669577283
VPS25	958.291912657776	1007.38215287129	1184.35641152231	975.097868066748
VPS26A	563.701125092809	633.093799245619	673.965055857541	656.392724712965
VPS26B	629.312239652792	766.105362930774	866.526500388267	847.216180451437
VPS28	594.196431860125	576.38344263567	881.020372557246	705.347433253201
VPS29	771.623671233599	712.488298499549	1024.92381766354	820.241136970082
VPS33A	393.666687359896	388.723717126382	453.451143572355	442.590528231116
VPS33B	305.877167878229	296.956049157554	336.464889637021	306.716235139848
VPS35	1400.01181068132	1493.02902493104	1694.74776718709	1776.35656703143
VPS36	468.518803970581	501.113332953373	523.849951250254	501.535993616299
VPS37A	646.870143549125	632.062701852711	570.437397507688	609.436167541718
VPS37B	958.291912657776	933.143140581898	1618.1373000082	1571.54605171004
VPS37C	259.67215762472	278.396296085207	240.184167371658	248.76984543916
VPS37D	80.3967178411056	92.7987653617358	207.055316699705	136.873368775763
VPS39	1046.08143213944	1041.40836683726	1711.31219252306	1902.24010327775
VPS41	1327.00789448078	1431.16318135655	2900.84498696287	2962.25940452655
VPS45	572.018026938441	559.885884349139	743.328586951942	639.408438076556
VPS4A	1639.3537637945	1548.70828414808	1465.95164223391	1217.87325939894
VPS4B	499.938210942967	482.553579881026	639.800928602089	639.408438076556
VPS52	701.392055648266	739.296830715161	684.317821692526	714.339114413653
VPS53	683.834151751932	666.088915818681	771.281054706402	961.110808483824
VPS54	674.593149701231	675.368792354855	628.412886183606	715.338190098147
VPS72	624.691738627441	677.430987140671	688.45892802652	589.454653851825
VPS8	486.076707866914	495.957845988832	642.906758352585	736.318779472534
VRK1	391.818486949756	367.07067187531	112.845147601339	102.904795502946
VRK2	838.158885998652	821.784622147816	598.389865262148	548.492550787546
VRK3	334.524274235405	335.106652695157	486.579994244307	449.584058022579
VRTN	0	0	1.03527658349853	0.999075684494619
VSIG1	3.69640082028072	1.03109739290818	3.10582975049558	1.99815136898924
VSIG10	141.387331375737	125.793881934797	153.220934357782	166.845639310601
VSIG10L	485.152607661844	499.051138167557	698.811693861505	733.321552419051
VSIG2	0.924100205070179	1.03109739290818	1.03527658349853	0
VSIG4	0	0	0	0
VSIG8	0	0	0	0
VSNL1	4.62050102535089	0	6.21165950099116	0
VSTM1	0	0	0	0
VSTM2A	0	0	0	0
VSTM2B	12.9374028709825	7.21768175035723	0	0.999075684494619
VSTM2L	22.1784049216843	19.5908504652553	15.5291487524779	10.9898325294408
VSTM4	14.7856032811229	8.2487791432654	12.4233190019823	15.9852109519139
VSTM5	0	0	0	0
VSX1	0	0	0	0.999075684494619
VSX2	0.924100205070179	0	0	0
VTA1	1000.800522091	1011.50654244292	957.630839736137	948.122824585394
VTCN1	0	0	7.24693608448969	4.9953784224731
VTI1A	136.766830350386	153.633511543318	159.432593858773	191.822531422967
VTI1B	819.676881897249	893.961439651388	1148.12173109987	1053.02577145733
VTN	15.709703486193	12.3731687148981	51.7638291749263	38.9639516952901
VTRNA1-1	0	0	0	0.999075684494619
VTRNA1-2	0.924100205070179	0	0	1.99815136898924
VTRNA1-3	2.77230061521054	3.09329217872453	1.03527658349853	0
VTRNA2-1	0	0	0	0
VWA1	39.7363088180177	42.2749931092352	47.6227228409322	40.9621030642794
VWA2	24.9507055368948	29.9018243943371	22.7760848369676	31.9704219038278
VWA3A	0.924100205070179	1.03109739290818	3.10582975049558	1.99815136898924
VWA3B	8.31690184563161	11.3420713219899	12.4233190019823	18.9824380053978
VWA5A	336.372474645545	304.173730907912	434.816165069381	468.566496027976
VWA5B1	0	0	0	0
VWA5B2	0.924100205070179	1.03109739290818	3.10582975049558	2.99722705348386
VWA7	2.77230061521054	9.27987653617357	2.07055316699705	4.9953784224731
VWC2	0	0	0	0
VWC2L	0	2.06219478581635	0	0
VWCE	13.8615030760527	14.4353635007145	31.0582975049558	19.9815136898924
VWDE	0	0	0	0
VWF	25.874805741965	21.6530452510717	11.3880424184838	18.9824380053978
WAC	1305.75358976416	1307.43149420757	1213.34415586027	1458.65049936214
WAPAL	715.253558724319	711.457201106641	521.779398083257	658.390876081954
WARS	4570.59961427711	4588.38339844138	3935.0862938779	4166.14560434256
WARS2	229.176850857404	197.97069943837	207.055316699705	198.816061214429
WAS	7.39280164056143	2.06219478581635	5.17638291749263	4.9953784224731
WASF1	206.99844593572	215.499355117809	246.395826872649	303.719008086364
WASF2	3327.68483845771	3275.79641726927	2330.40758945518	2815.39527890584
WASF3	446.340399048896	425.843223271076	404.793144147924	498.538766562815
WASH1	59.1424131244915	81.4566940397458	112.845147601339	91.914962973505
WASH2P	68.3834151751932	78.3634018610213	121.127360269328	120.888157823849
WASH3P	41.5845092281581	49.4926748595924	93.1748925148674	54.9491626472041
WASH5P	0.924100205070179	1.03109739290818	0	0
WASH7P	30.4953067673159	39.1817009305107	54.8696589254219	58.9454653851825
WASL	1152.35295572251	1133.17603480608	1280.63713378768	1479.63108873653
WBP1	44.3568098433686	34.0262139659698	78.681020345888	79.9260547595695
WBP11	1784.43749599052	1610.57412772257	1272.35492111969	1364.73738501965
WBP11P1	37.8881084078773	26.8085322156126	14.4938721689794	21.9796650588816
WBP2	1347.33809899232	1368.26624038915	2091.25869866702	2029.12271520857
WBP2NL	1.84820041014036	3.09329217872453	3.10582975049558	0.999075684494619
WBP4	89.6377198918074	113.420713219899	113.880424184838	107.900173925419
WBP5	1117.23714792985	1196.07297577348	1814.83985087292	1503.6089051644
WBSCR16	419.541493101861	416.563346734903	330.25323013603	319.704219038278
WBSCR17	0	0	0	0
WBSCR22	2597.64567645227	2426.17216551294	1406.9408769745	1191.89729160208
WBSCR27	172.806738348123	193.846309866737	122.162636852826	122.886309192838
WBSCR28	0	0	0	0
WDFY1	1917.50792552062	1903.40578730849	4207.36403533801	4939.4301841414
WDFY2	176.503139168404	173.224362008573	116.986253935334	106.901098240924
WDFY3	467.594703765511	448.527365915056	424.463399234396	730.324325365567
WDFY3-AS2	16.6338036912632	10.3109739290818	21.7408082534691	46.9565571712471
WDFY4	0	0	0	0
WDHD1	596.968732475336	609.378559208731	132.515402687811	145.865049936214
WDPCP	114.588425428702	134.042661078063	137.691785605304	137.872444460257
WDR1	3804.52054427393	3792.37621111627	3870.89914570099	3662.61145935727
WDR11	1144.96015408195	1141.42481394935	889.302585225234	1026.05072797597
WDR12	1426.81071662836	1387.8570908544	710.199736279989	640.407513761051
WDR13	937.037607941161	910.458997937919	1430.75223839496	1094.9869502061
WDR16	0.924100205070179	3.09329217872453	7.24693608448969	2.99722705348386
WDR17	115.512525633772	94.8609601475521	74.5399140118939	111.896476663397
WDR18	564.625225297879	547.512715634241	450.345313821859	317.706067669289
WDR19	372.412382643282	366.039574482402	605.636801346638	590.45372953632
WDR20	341.917075875966	305.20482830082	332.323783303027	337.687581359181
WDR24	248.582955163878	246.432276905054	300.230209214573	312.710689246816
WDR25	197.757443885018	173.224362008573	303.336038965068	315.7079163003
WDR26	2740.88120823815	2637.54713105911	2659.62554300771	3215.02555270368
WDR27	166.338036912632	169.099972436941	76.610467178891	104.902946871935
WDR3	2520.02125922638	2485.97581430161	782.669097124886	830.231893815029
WDR31	52.6737116890002	70.1146227177559	47.6227228409322	72.9325249681072
WDR33	1192.08926454053	1181.63761227277	1014.57105182856	1070.01005809374
WDR34	488.849008482125	467.087118987403	316.794634550549	265.754132075569
WDR35	607.133834731108	621.75172792363	439.992547986874	526.512885728664
WDR36	946.278609991863	975.418133691134	383.052335894455	499.53784224731
WDR37	175.579038963334	168.068875044033	210.161146450201	221.794801957805
WDR38	2.77230061521054	3.09329217872453	0	0.999075684494619
WDR4	228.252750652334	237.15240036888	62.1165950099116	44.9584058022579
WDR41	725.418660980091	775.385239466948	711.235012863488	688.363146616793
WDR43	1668.00087015167	1829.1667750191	772.316331289901	866.198618456835
WDR44	209.770746550931	211.374965546176	340.605995971015	392.636744006385
WDR45	531.357617915353	478.429190309393	971.089435321618	729.325249681072
WDR45L	1221.66047110278	1183.69980705858	1310.66015470913	1299.7974655275
WDR46	828.917883947951	830.033401291081	619.095396932119	505.532296354277
WDR47	451.885000279318	470.180411166128	895.514244726225	989.084927649673
WDR48	436.175296793124	412.43895716327	540.414376586231	589.454653851825
WDR49	0	0	0	0
WDR5	628.388139447722	609.378559208731	434.816165069381	382.645987161439
WDR52	219.935848806703	204.157283795819	318.865187717546	289.73194850344
WDR53	143.235531785878	131.980466292246	166.679529943263	143.866898567225
WDR54	458.353701714809	406.252372805821	256.748592707635	215.800347850838
WDR55	358.550879567229	308.298120479544	280.559954128101	296.725478294902
WDR59	560.928824477599	483.584677273934	402.722590980927	377.650608738966
WDR5B	239.341953113176	268.085322156126	359.240974473989	330.694051567719
WDR6	202.377944910369	200.032894224186	197.737827448219	167.844714995096
WDR60	354.854478746949	386.661522340566	327.147400385534	402.627500851332
WDR61	1065.48753644592	1055.84373033797	967.983605571122	822.239288339072
WDR62	280.926462341334	258.805445619952	16.5644253359764	11.9889082139354
WDR63	125.677627889544	129.91827150643	79.7162969293865	95.9112657114835
WDR64	1.84820041014036	3.09329217872453	2.07055316699705	4.9953784224731
WDR65	8.31690184563161	15.4664608936226	16.5644253359764	10.9898325294408
WDR66	4.62050102535089	6.18658435744905	10.3527658349853	7.99260547595695
WDR67	241.190153523317	264.992029977401	147.009274856791	160.851185203634
WDR69	0.924100205070179	4.1243895716327	2.07055316699705	0
WDR7	181.123640193755	185.597530723472	172.891189444254	281.739343027483
WDR70	438.023497203265	417.594444127811	447.239484071364	375.652457369977
WDR72	75.7762168157547	101.047544505001	67.2929779274042	79.9260547595695
WDR73	414.92099207651	382.537132768933	368.558463725475	319.704219038278
WDR74	565.54932550295	562.979176527864	236.043061037664	227.789256064773
WDR75	1601.46565538662	1658.00460779635	1474.2338549019	1294.80208710503
WDR76	206.07434573065	175.28655679439	19.670255086472	34.9676489573117
WDR77	815.980481076968	803.224869075468	641.871481769086	593.450956589804
WDR78	15.709703486193	13.4042661078063	41.4110633399411	44.9584058022579
WDR81	542.446820376195	505.237722525006	1189.53279443981	1161.92502106724
WDR82	1741.92888655729	1719.87045137084	1190.56807102331	1417.68839629786
WDR83	804.891278616126	783.634018610213	1007.32411574407	804.255926018169
WDR83OS	1084.89364075239	1043.47056162307	1514.60964165834	1179.90838338815
WDR85	182.971840603895	171.162167222757	286.771613629092	221.794801957805
WDR86	0.924100205070179	0	0	0.999075684494619
WDR87	0	0	0	0
WDR88	23.1025051267545	23.715240036888	21.7408082534691	23.9778164278709
WDR89	296.636165827527	325.826776158983	170.820636277257	169.842866364085
WDR90	409.376390846089	417.594444127811	200.843657198714	199.815136898924
WDR91	522.116615864651	513.486501668271	508.320802497777	506.531372038772
WDR92	156.17293465686	160.851193293675	152.185657774283	157.85395815015
WDR93	4.62050102535089	4.1243895716327	10.3527658349853	5.99445410696772
WDR96	3.69640082028072	3.09329217872453	9.31748925148674	13.9870595829247
WDSUB1	117.360726043913	149.509121971685	172.891189444254	161.850260888128
WDTC1	673.66904949616	599.06758527965	932.784201732172	973.099716697759
WDYHV1	190.364642244457	153.633511543318	193.596721114224	142.867822882731
WEE1	345.613476696247	323.764581373167	90.0690627643718	67.9371465456341
WEE2	4.62050102535089	5.15548696454088	13.4585955854808	10.9898325294408
WFDC1	31.4194069723861	40.2127983234188	1.03527658349853	0.999075684494619
WFDC10A	0.924100205070179	1.03109739290818	0	0
WFDC10B	0.924100205070179	0	1.03527658349853	0
WFDC11	0	0	0	0
WFDC12	0	0	0	0
WFDC13	0	0	0	0
WFDC2	0	0	0	0
WFDC3	12.0133026659123	11.3420713219899	24.8466380039646	16.9842866364085
WFDC5	0	0	0	0
WFDC6	0	0	0	0
WFDC8	0	0	0	0
WFDC9	0	0	0	0
WFIKKN1	0.924100205070179	0	0	1.99815136898924
WFIKKN2	0	0	2.07055316699705	1.99815136898924
WFS1	457.429601509739	412.43895716327	514.532461998768	536.503642573611
WHAMM	97.0305215323688	121.669492363165	129.409572937316	155.855806781161
WHAMMP2	26.7989059470352	21.6530452510717	30.0230209214573	15.9852109519139
WHAMMP3	23.1025051267545	34.0262139659698	21.7408082534691	22.9787407433762
WHSC1	849.248088459495	859.935225685418	209.125869866702	221.794801957805
WHSC1L1	659.807546420108	712.488298499549	535.237993668738	713.340038729158
WHSC2	351.158077926668	348.510918802963	250.536933206643	278.742115973999
WIBG	175.579038963334	146.415829792961	314.724081383552	222.7938776423
WIF1	0.924100205070179	1.03109739290818	0	0
WIPF1	2082.92186222818	2062.19478581635	936.925308066167	1046.03224166587
WIPF2	579.410828579002	562.979176527864	441.027824570372	652.396421974986
WIPF3	0.924100205070179	1.03109739290818	1.03527658349853	2.99722705348386
WIPI1	1420.34201519287	1433.22537614236	3253.87430193587	3232.00983934009
WIPI2	1054.39833398507	978.511425869858	1416.25836622598	1386.71705007853
WISP1	15.709703486193	10.3109739290818	15.5291487524779	25.9759677968601
WISP2	1.84820041014036	2.06219478581635	15.5291487524779	14.9861352674193
WISP3	1.84820041014036	0	1.03527658349853	0.999075684494619
WIZ	845.551687639214	834.157790862714	903.796457394214	903.164418783136
WLS	1994.20824254145	2026.10637706456	2011.54240173764	2067.08759121937
WNK1	4405.18567756954	4348.13770589377	2352.14839770865	3930.36374280183
WNK2	16.6338036912632	14.4353635007145	11.3880424184838	11.9889082139354
WNK3	22.1784049216843	31.9640191801534	10.3527658349853	10.9898325294408
WNK4	1071.95623788141	985.729107620215	212.231699617198	211.804045112859
WNT1	0.924100205070179	1.03109739290818	0	0
WNT10A	0	0	1.03527658349853	0.999075684494619
WNT10B	164.489836502492	146.415829792961	51.7638291749263	40.9621030642794
WNT11	0	2.06219478581635	3.10582975049558	2.99722705348386
WNT16	1.84820041014036	1.03109739290818	0	0.999075684494619
WNT2	0.924100205070179	0	2.07055316699705	0.999075684494619
WNT2B	6.46870143549125	6.18658435744905	5.17638291749263	8.99168116045157
WNT3	10.165102255772	10.3109739290818	5.17638291749263	3.99630273797848
WNT3A	0.924100205070179	1.03109739290818	0	0.999075684494619
WNT4	3.69640082028072	6.18658435744905	78.681020345888	65.9389951766449
WNT5A	149.704233221369	147.446927185869	67.2929779274042	51.9519355937202
WNT5B	10.165102255772	5.15548696454088	0	2.99722705348386
WNT6	5.54460123042107	1.03109739290818	6.21165950099116	1.99815136898924
WNT7A	0	0	0	0
WNT7B	1.84820041014036	2.06219478581635	0	0
WNT8A	0	0	0	0
WNT8B	0	0	3.10582975049558	2.99722705348386
WNT9A	4.62050102535089	1.03109739290818	0	9.99075684494619
WNT9B	0	0	0	0
WRAP53	258.74805741965	253.649958655411	141.832891939298	153.857655412171
WRAP73	274.457760905843	307.267023086636	358.20569789049	295.726402610407
WRB	368.715981823001	385.630424947657	531.096887334744	405.624727904815
WRN	455.581401099598	493.895651203016	247.431103456148	316.706991984794
WRNIP1	671.82084908602	712.488298499549	661.541736855558	676.374238402857
WSB1	1204.10256720644	1231.13028713236	1557.05598158178	1487.62369421249
WSB2	1365.82010309372	1316.71137074374	1754.79380903	1568.54882465655
WSCD1	68.3834151751932	65.9902331461232	2.07055316699705	0
WSCD2	0	0	2.07055316699705	0
WT1	235.645552292896	254.681056048319	110.774594434342	93.9131143424942
WT1-AS	22.1784049216843	30.9329217872453	3.10582975049558	2.99722705348386
WTAP	575.714427758722	586.694416564752	692.600034360514	605.439864803739
WTH3DI	36.9640082028072	35.057311358878	34.1641272554514	33.9685732728171
WTIP	20.3302045115439	22.6841426439799	26.9171911709617	25.9759677968601
WWC1	263.368558445001	264.992029977401	119.056807102331	148.862276989698
WWC2	373.336482848352	377.381645804392	301.265485798071	429.602544332686
WWC3	449.112699664107	454.713950272505	455.521696739352	513.524901830234
WWOX	64.6870143549125	71.1457201106641	138.727062188803	176.836396155548
WWP1	680.137750931652	721.768175035722	680.176715358532	720.33356852062
WWP2	1598.69335477141	1652.8491208318	445.168930904366	458.57573918303
WWTR1	17568.9930987942	17483.287394151	10812.4286380586	13456.550394458
WWTR1-AS1	13.8615030760527	12.3731687148981	9.31748925148674	7.99260547595695
XAB2	759.610368567687	772.291947288223	785.774926875382	649.399194921502
XAF1	173.730838553194	214.4682577249	191.526167947227	199.815136898924
XAGE1A	0	0	0	0
XAGE1B	0	0	0	0
XAGE1C	0	0	0	0
XAGE1D	0	0	0	0
XAGE1E	0	0	0	0
XAGE2	0	0	0	0
XAGE2B	0	0	0	0
XAGE3	0	0	0	0
XAGE5	0	0	0	0
XBP1	1415.72151416751	1557.98816068425	1331.36568637911	1172.91485359668
XCL1	0	0	1.03527658349853	0.999075684494619
XCL2	0	0	0	0
XCR1	0	0	0	0
XDH	0.924100205070179	7.21768175035723	2.07055316699705	5.99445410696772
XG	0	3.09329217872453	14.4938721689794	9.99075684494619
XGPY2	0	0	0	0
XIAP	1381.52980657992	1284.74735156359	958.666116319636	1335.76419016931
XIRP1	1.84820041014036	0	0	0
XIRP2	0	0	0	0.999075684494619
XIST	6833.72101649397	6888.76168201952	6538.80690137669	8686.96307668071
XK	40.6604090230879	47.4304800737761	20.7055316699705	24.9768921123655
XKR3	0.924100205070179	2.06219478581635	3.10582975049558	3.99630273797848
XKR4	0	1.03109739290818	0	0
XKR5	1.84820041014036	1.03109739290818	0	4.9953784224731
XKR6	30.4953067673159	43.3060905021433	34.1641272554514	39.9630273797848
XKR7	0	0	0	0
XKR8	50.8255112788598	38.1506035376025	49.6932760079293	40.9621030642794
XKR9	22.1784049216843	24.7463374297962	10.3527658349853	7.99260547595695
XKRX	3.69640082028072	1.03109739290818	6.21165950099116	1.99815136898924
XKRY	0	0	0	0
XKRY2	0	0	0	0
XPA	132.146329325036	136.104855863879	140.7976153558	113.894628032387
XPC	1052.55013357493	1104.30530780466	1318.94236737712	1416.68932061337
XPNPEP1	1059.9429352155	1013.56873722874	1000.07717965958	961.110808483824
XPNPEP2	0.924100205070179	0	0	0.999075684494619
XPNPEP3	426.934294742423	445.434073736332	387.193442228449	453.580360760557
XPO1	3896.00646457587	4079.02128634474	2097.47035816801	2296.87499865313
XPO4	474.987505406072	490.802359024291	287.80689021259	348.677413888622
XPO5	1324.23559386557	1381.67050649695	602.530971596142	760.296595900405
XPO6	1828.79430583388	1749.77227576517	1049.77045566751	1110.97216115802
XPO7	1872.22701547218	1904.4368847014	1273.39019770319	1639.48319825567
XPOT	2074.60496038255	2218.92158953839	1511.50381190785	1622.49891161926
XPR1	672.74494929109	641.342578388885	539.379100002732	692.359449354771
XRCC1	488.849008482125	516.579793846996	359.240974473989	308.714386508837
XRCC2	156.17293465686	136.104855863879	10.3527658349853	7.99260547595695
XRCC3	330.827873415124	336.137750088065	109.739317850844	109.898325294408
XRCC4	179.275439783615	154.664608936226	140.7976153558	104.902946871935
XRCC5	9033.079504561	8923.11683822735	11360.0899507293	10592.200407012
XRCC6	5324.66538161437	5244.16134033098	3142.06443091803	3066.16327571399
XRCC6BP1	73.9280164056143	83.5188888255622	59.010765259416	63.9408438076556
XRN1	1239.21837499911	1241.44126106144	822.00960729783	1295.80116278952
XRN2	2919.2325478167	2823.14466178258	2160.62222976142	2381.79643183517
XRRA1	208.84664634586	215.499355117809	251.572209790142	271.748586182536
XXYLT1	443.568098433686	463.993826808679	357.170421306992	409.621030642794
XYLB	208.84664634586	200.032894224186	81.7868500963836	117.890930770365
XYLT1	3193.69030872254	3162.37570404937	2155.44584684393	3067.16235139848
XYLT2	779.940573079231	786.727310788938	777.492714207393	788.270715066255
